img, img1, img2, ann
/media/andersen/D/Thesis/Dataset/Clip65/0170.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0169.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0168.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0170.png
/media/andersen/D/Thesis/Dataset/Clip55/0150.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0149.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0148.jpg,/media/andersen/D/Thesis/GroundTruth/Clip55/0150.png
/media/andersen/D/Thesis/Dataset/Clip32/0204.jpg,/media/andersen/D/Thesis/Dataset/Clip32/0203.jpg,/media/andersen/D/Thesis/Dataset/Clip32/0202.jpg,/media/andersen/D/Thesis/GroundTruth/Clip32/0204.png
/media/andersen/D/Thesis/Dataset/Clip7/0132.jpg,/media/andersen/D/Thesis/Dataset/Clip7/0131.jpg,/media/andersen/D/Thesis/Dataset/Clip7/0130.jpg,/media/andersen/D/Thesis/GroundTruth/Clip7/0132.png
/media/andersen/D/Thesis/Dataset/Clip38/0442.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0441.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0440.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0442.png
/media/andersen/D/Thesis/Dataset/Clip75/0243.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0242.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0241.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0243.png
/media/andersen/D/Thesis/Dataset/Clip47/0104.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0103.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0102.jpg,/media/andersen/D/Thesis/GroundTruth/Clip47/0104.png
/media/andersen/D/Thesis/Dataset/Clip12/0497.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0496.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0495.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0497.png
/media/andersen/D/Thesis/Dataset/Clip32/0355.jpg,/media/andersen/D/Thesis/Dataset/Clip32/0354.jpg,/media/andersen/D/Thesis/Dataset/Clip32/0353.jpg,/media/andersen/D/Thesis/GroundTruth/Clip32/0355.png
/media/andersen/D/Thesis/Dataset/Clip38/0662.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0661.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0660.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0662.png
/media/andersen/D/Thesis/Dataset/Clip38/0934.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0933.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0932.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0934.png
/media/andersen/D/Thesis/Dataset/Clip6/0025.jpg,/media/andersen/D/Thesis/Dataset/Clip6/0024.jpg,/media/andersen/D/Thesis/Dataset/Clip6/0023.jpg,/media/andersen/D/Thesis/GroundTruth/Clip6/0025.png
/media/andersen/D/Thesis/Dataset/Clip77/0012.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0011.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0010.jpg,/media/andersen/D/Thesis/GroundTruth/Clip77/0012.png
/media/andersen/D/Thesis/Dataset/Clip60/0060.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0059.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0058.jpg,/media/andersen/D/Thesis/GroundTruth/Clip60/0060.png
/media/andersen/D/Thesis/Dataset/Clip31/0671.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0670.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0669.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0671.png
/media/andersen/D/Thesis/Dataset/Clip66/0218.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0217.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0216.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0218.png
/media/andersen/D/Thesis/Dataset/Clip16/0659.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0658.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0657.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0659.png
/media/andersen/D/Thesis/Dataset/Clip78/0023.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0022.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0021.jpg,/media/andersen/D/Thesis/GroundTruth/Clip78/0023.png
/media/andersen/D/Thesis/Dataset/Clip47/0155.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0154.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0153.jpg,/media/andersen/D/Thesis/GroundTruth/Clip47/0155.png
/media/andersen/D/Thesis/Dataset/Clip78/0187.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0186.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0185.jpg,/media/andersen/D/Thesis/GroundTruth/Clip78/0187.png
/media/andersen/D/Thesis/Dataset/Clip75/0481.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0480.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0479.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0481.png
/media/andersen/D/Thesis/Dataset/Clip16/0291.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0290.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0289.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0291.png
/media/andersen/D/Thesis/Dataset/Clip78/0284.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0283.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0282.jpg,/media/andersen/D/Thesis/GroundTruth/Clip78/0284.png
/media/andersen/D/Thesis/Dataset/Clip39/0000.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0435.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0434.jpg,/media/andersen/D/Thesis/GroundTruth/Clip39/0000.png
/media/andersen/D/Thesis/Dataset/Clip6/0239.jpg,/media/andersen/D/Thesis/Dataset/Clip6/0238.jpg,/media/andersen/D/Thesis/Dataset/Clip6/0237.jpg,/media/andersen/D/Thesis/GroundTruth/Clip6/0239.png
/media/andersen/D/Thesis/Dataset/Clip64/0000.jpg,/media/andersen/D/Thesis/Dataset/Clip64/0021.jpg,/media/andersen/D/Thesis/Dataset/Clip64/0020.jpg,/media/andersen/D/Thesis/GroundTruth/Clip64/0000.png
/media/andersen/D/Thesis/Dataset/Clip57/0014.jpg,/media/andersen/D/Thesis/Dataset/Clip57/0013.jpg,/media/andersen/D/Thesis/Dataset/Clip57/0012.jpg,/media/andersen/D/Thesis/GroundTruth/Clip57/0014.png
/media/andersen/D/Thesis/Dataset/Clip52/0255.jpg,/media/andersen/D/Thesis/Dataset/Clip52/0254.jpg,/media/andersen/D/Thesis/Dataset/Clip52/0253.jpg,/media/andersen/D/Thesis/GroundTruth/Clip52/0255.png
/media/andersen/D/Thesis/Dataset/Clip44/0359.jpg,/media/andersen/D/Thesis/Dataset/Clip44/0358.jpg,/media/andersen/D/Thesis/Dataset/Clip44/0357.jpg,/media/andersen/D/Thesis/GroundTruth/Clip44/0359.png
/media/andersen/D/Thesis/Dataset/Clip16/0975.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0974.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0973.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0975.png
/media/andersen/D/Thesis/Dataset/Clip12/0563.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0562.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0561.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0563.png
/media/andersen/D/Thesis/Dataset/Clip75/0391.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0390.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0389.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0391.png
/media/andersen/D/Thesis/Dataset/Clip38/0663.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0662.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0661.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0663.png
/media/andersen/D/Thesis/Dataset/Clip38/0272.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0271.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0270.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0272.png
/media/andersen/D/Thesis/Dataset/Clip31/0658.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0657.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0656.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0658.png
/media/andersen/D/Thesis/Dataset/Clip47/0161.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0160.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0159.jpg,/media/andersen/D/Thesis/GroundTruth/Clip47/0161.png
/media/andersen/D/Thesis/Dataset/Clip65/0472.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0471.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0470.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0472.png
/media/andersen/D/Thesis/Dataset/Clip13/0002.jpg,/media/andersen/D/Thesis/Dataset/Clip13/0001.jpg,/media/andersen/D/Thesis/Dataset/Clip13/0000.jpg,/media/andersen/D/Thesis/GroundTruth/Clip13/0002.png
/media/andersen/D/Thesis/Dataset/Clip46/0064.jpg,/media/andersen/D/Thesis/Dataset/Clip46/0063.jpg,/media/andersen/D/Thesis/Dataset/Clip46/0062.jpg,/media/andersen/D/Thesis/GroundTruth/Clip46/0064.png
/media/andersen/D/Thesis/Dataset/Clip35/0208.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0207.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0206.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0208.png
/media/andersen/D/Thesis/Dataset/Clip22/0226.jpg,/media/andersen/D/Thesis/Dataset/Clip22/0225.jpg,/media/andersen/D/Thesis/Dataset/Clip22/0224.jpg,/media/andersen/D/Thesis/GroundTruth/Clip22/0226.png
/media/andersen/D/Thesis/Dataset/Clip50/0027.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0026.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0025.jpg,/media/andersen/D/Thesis/GroundTruth/Clip50/0027.png
/media/andersen/D/Thesis/Dataset/Clip37/0195.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0194.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0193.jpg,/media/andersen/D/Thesis/GroundTruth/Clip37/0195.png
/media/andersen/D/Thesis/Dataset/Clip68/0004.jpg,/media/andersen/D/Thesis/Dataset/Clip68/0003.jpg,/media/andersen/D/Thesis/Dataset/Clip68/0002.jpg,/media/andersen/D/Thesis/GroundTruth/Clip68/0004.png
/media/andersen/D/Thesis/Dataset/Clip50/0179.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0178.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0177.jpg,/media/andersen/D/Thesis/GroundTruth/Clip50/0179.png
/media/andersen/D/Thesis/Dataset/Clip35/0130.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0129.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0128.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0130.png
/media/andersen/D/Thesis/Dataset/Clip60/0106.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0105.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0104.jpg,/media/andersen/D/Thesis/GroundTruth/Clip60/0106.png
/media/andersen/D/Thesis/Dataset/Clip61/0105.jpg,/media/andersen/D/Thesis/Dataset/Clip61/0104.jpg,/media/andersen/D/Thesis/Dataset/Clip61/0103.jpg,/media/andersen/D/Thesis/GroundTruth/Clip61/0105.png
/media/andersen/D/Thesis/Dataset/Clip44/0201.jpg,/media/andersen/D/Thesis/Dataset/Clip44/0200.jpg,/media/andersen/D/Thesis/Dataset/Clip44/0199.jpg,/media/andersen/D/Thesis/GroundTruth/Clip44/0201.png
/media/andersen/D/Thesis/Dataset/Clip66/0154.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0153.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0152.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0154.png
/media/andersen/D/Thesis/Dataset/Clip18/0119.jpg,/media/andersen/D/Thesis/Dataset/Clip18/0118.jpg,/media/andersen/D/Thesis/Dataset/Clip18/0117.jpg,/media/andersen/D/Thesis/GroundTruth/Clip18/0119.png
/media/andersen/D/Thesis/Dataset/Clip51/0049.jpg,/media/andersen/D/Thesis/Dataset/Clip51/0048.jpg,/media/andersen/D/Thesis/Dataset/Clip51/0047.jpg,/media/andersen/D/Thesis/GroundTruth/Clip51/0049.png
/media/andersen/D/Thesis/Dataset/Clip38/0890.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0889.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0888.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0890.png
/media/andersen/D/Thesis/Dataset/Clip65/0477.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0476.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0475.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0477.png
/media/andersen/D/Thesis/Dataset/Clip75/0333.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0332.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0331.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0333.png
/media/andersen/D/Thesis/Dataset/Clip77/0392.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0391.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0390.jpg,/media/andersen/D/Thesis/GroundTruth/Clip77/0392.png
/media/andersen/D/Thesis/Dataset/Clip22/0252.jpg,/media/andersen/D/Thesis/Dataset/Clip22/0251.jpg,/media/andersen/D/Thesis/Dataset/Clip22/0250.jpg,/media/andersen/D/Thesis/GroundTruth/Clip22/0252.png
/media/andersen/D/Thesis/Dataset/Clip12/0460.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0459.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0458.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0460.png
/media/andersen/D/Thesis/Dataset/Clip18/0027.jpg,/media/andersen/D/Thesis/Dataset/Clip18/0026.jpg,/media/andersen/D/Thesis/Dataset/Clip18/0025.jpg,/media/andersen/D/Thesis/GroundTruth/Clip18/0027.png
/media/andersen/D/Thesis/Dataset/Clip10/0004.jpg,/media/andersen/D/Thesis/Dataset/Clip10/0003.jpg,/media/andersen/D/Thesis/Dataset/Clip10/0002.jpg,/media/andersen/D/Thesis/GroundTruth/Clip10/0004.png
/media/andersen/D/Thesis/Dataset/Clip35/0358.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0357.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0356.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0358.png
/media/andersen/D/Thesis/Dataset/Clip36/0122.jpg,/media/andersen/D/Thesis/Dataset/Clip36/0121.jpg,/media/andersen/D/Thesis/Dataset/Clip36/0120.jpg,/media/andersen/D/Thesis/GroundTruth/Clip36/0122.png
/media/andersen/D/Thesis/Dataset/Clip16/0883.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0882.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0881.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0883.png
/media/andersen/D/Thesis/Dataset/Clip46/0010.jpg,/media/andersen/D/Thesis/Dataset/Clip46/0009.jpg,/media/andersen/D/Thesis/Dataset/Clip46/0008.jpg,/media/andersen/D/Thesis/GroundTruth/Clip46/0010.png
/media/andersen/D/Thesis/Dataset/Clip49/0051.jpg,/media/andersen/D/Thesis/Dataset/Clip49/0050.jpg,/media/andersen/D/Thesis/Dataset/Clip49/0049.jpg,/media/andersen/D/Thesis/GroundTruth/Clip49/0051.png
/media/andersen/D/Thesis/Dataset/Clip66/0059.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0058.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0057.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0059.png
/media/andersen/D/Thesis/Dataset/Clip72/0105.jpg,/media/andersen/D/Thesis/Dataset/Clip72/0104.jpg,/media/andersen/D/Thesis/Dataset/Clip72/0103.jpg,/media/andersen/D/Thesis/GroundTruth/Clip72/0105.png
/media/andersen/D/Thesis/Dataset/Clip31/0075.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0074.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0073.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0075.png
/media/andersen/D/Thesis/Dataset/Clip12/0317.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0316.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0315.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0317.png
/media/andersen/D/Thesis/Dataset/Clip52/0391.jpg,/media/andersen/D/Thesis/Dataset/Clip52/0390.jpg,/media/andersen/D/Thesis/Dataset/Clip52/0389.jpg,/media/andersen/D/Thesis/GroundTruth/Clip52/0391.png
/media/andersen/D/Thesis/Dataset/Clip55/0315.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0314.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0313.jpg,/media/andersen/D/Thesis/GroundTruth/Clip55/0315.png
/media/andersen/D/Thesis/Dataset/Clip60/0192.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0191.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0190.jpg,/media/andersen/D/Thesis/GroundTruth/Clip60/0192.png
/media/andersen/D/Thesis/Dataset/Clip33/0079.jpg,/media/andersen/D/Thesis/Dataset/Clip33/0078.jpg,/media/andersen/D/Thesis/Dataset/Clip33/0077.jpg,/media/andersen/D/Thesis/GroundTruth/Clip33/0079.png
/media/andersen/D/Thesis/Dataset/Clip35/0454.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0453.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0452.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0454.png
/media/andersen/D/Thesis/Dataset/Clip30/0011.jpg,/media/andersen/D/Thesis/Dataset/Clip30/0010.jpg,/media/andersen/D/Thesis/Dataset/Clip30/0009.jpg,/media/andersen/D/Thesis/GroundTruth/Clip30/0011.png
/media/andersen/D/Thesis/Dataset/Clip35/0072.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0071.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0070.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0072.png
/media/andersen/D/Thesis/Dataset/Clip14/0095.jpg,/media/andersen/D/Thesis/Dataset/Clip14/0094.jpg,/media/andersen/D/Thesis/Dataset/Clip14/0093.jpg,/media/andersen/D/Thesis/GroundTruth/Clip14/0095.png
/media/andersen/D/Thesis/Dataset/Clip31/0528.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0527.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0526.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0528.png
/media/andersen/D/Thesis/Dataset/Clip38/0021.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0020.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0019.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0021.png
/media/andersen/D/Thesis/Dataset/Clip16/0430.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0429.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0428.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0430.png
/media/andersen/D/Thesis/Dataset/Clip78/0164.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0163.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0162.jpg,/media/andersen/D/Thesis/GroundTruth/Clip78/0164.png
/media/andersen/D/Thesis/Dataset/Clip15/0015.jpg,/media/andersen/D/Thesis/Dataset/Clip15/0014.jpg,/media/andersen/D/Thesis/Dataset/Clip15/0013.jpg,/media/andersen/D/Thesis/GroundTruth/Clip15/0015.png
/media/andersen/D/Thesis/Dataset/Clip35/0535.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0534.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0533.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0535.png
/media/andersen/D/Thesis/Dataset/Clip66/0176.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0175.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0174.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0176.png
/media/andersen/D/Thesis/Dataset/Clip37/0380.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0379.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0378.jpg,/media/andersen/D/Thesis/GroundTruth/Clip37/0380.png
/media/andersen/D/Thesis/Dataset/Clip16/0641.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0640.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0639.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0641.png
/media/andersen/D/Thesis/Dataset/Clip77/0001.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0000.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0405.jpg,/media/andersen/D/Thesis/GroundTruth/Clip77/0001.png
/media/andersen/D/Thesis/Dataset/Clip62/0109.jpg,/media/andersen/D/Thesis/Dataset/Clip62/0108.jpg,/media/andersen/D/Thesis/Dataset/Clip62/0107.jpg,/media/andersen/D/Thesis/GroundTruth/Clip62/0109.png
/media/andersen/D/Thesis/Dataset/Clip35/0375.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0374.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0373.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0375.png
/media/andersen/D/Thesis/Dataset/Clip23/0100.jpg,/media/andersen/D/Thesis/Dataset/Clip23/0099.jpg,/media/andersen/D/Thesis/Dataset/Clip23/0098.jpg,/media/andersen/D/Thesis/GroundTruth/Clip23/0100.png
/media/andersen/D/Thesis/Dataset/Clip31/0502.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0501.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0500.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0502.png
/media/andersen/D/Thesis/Dataset/Clip24/0041.jpg,/media/andersen/D/Thesis/Dataset/Clip24/0040.jpg,/media/andersen/D/Thesis/Dataset/Clip24/0039.jpg,/media/andersen/D/Thesis/GroundTruth/Clip24/0041.png
/media/andersen/D/Thesis/Dataset/Clip31/0409.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0408.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0407.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0409.png
/media/andersen/D/Thesis/Dataset/Clip31/0773.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0772.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0771.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0773.png
/media/andersen/D/Thesis/Dataset/Clip43/0097.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0096.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0095.jpg,/media/andersen/D/Thesis/GroundTruth/Clip43/0097.png
/media/andersen/D/Thesis/Dataset/Clip75/0553.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0552.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0551.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0553.png
/media/andersen/D/Thesis/Dataset/Clip34/0012.jpg,/media/andersen/D/Thesis/Dataset/Clip34/0011.jpg,/media/andersen/D/Thesis/Dataset/Clip34/0010.jpg,/media/andersen/D/Thesis/GroundTruth/Clip34/0012.png
/media/andersen/D/Thesis/Dataset/Clip37/0231.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0230.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0229.jpg,/media/andersen/D/Thesis/GroundTruth/Clip37/0231.png
/media/andersen/D/Thesis/Dataset/Clip75/0515.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0514.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0513.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0515.png
/media/andersen/D/Thesis/Dataset/Clip29/0040.jpg,/media/andersen/D/Thesis/Dataset/Clip29/0039.jpg,/media/andersen/D/Thesis/Dataset/Clip29/0038.jpg,/media/andersen/D/Thesis/GroundTruth/Clip29/0040.png
/media/andersen/D/Thesis/Dataset/Clip39/0283.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0282.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0281.jpg,/media/andersen/D/Thesis/GroundTruth/Clip39/0283.png
/media/andersen/D/Thesis/Dataset/Clip54/0214.jpg,/media/andersen/D/Thesis/Dataset/Clip54/0213.jpg,/media/andersen/D/Thesis/Dataset/Clip54/0212.jpg,/media/andersen/D/Thesis/GroundTruth/Clip54/0214.png
/media/andersen/D/Thesis/Dataset/Clip65/0455.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0454.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0453.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0455.png
/media/andersen/D/Thesis/Dataset/Clip17/0294.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0293.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0292.jpg,/media/andersen/D/Thesis/GroundTruth/Clip17/0294.png
/media/andersen/D/Thesis/Dataset/Clip33/0090.jpg,/media/andersen/D/Thesis/Dataset/Clip33/0089.jpg,/media/andersen/D/Thesis/Dataset/Clip33/0088.jpg,/media/andersen/D/Thesis/GroundTruth/Clip33/0090.png
/media/andersen/D/Thesis/Dataset/Clip17/0384.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0383.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0382.jpg,/media/andersen/D/Thesis/GroundTruth/Clip17/0384.png
/media/andersen/D/Thesis/Dataset/Clip28/0002.jpg,/media/andersen/D/Thesis/Dataset/Clip28/0001.jpg,/media/andersen/D/Thesis/Dataset/Clip28/0000.jpg,/media/andersen/D/Thesis/GroundTruth/Clip28/0002.png
/media/andersen/D/Thesis/Dataset/Clip31/0568.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0567.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0566.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0568.png
/media/andersen/D/Thesis/Dataset/Clip20/0221.jpg,/media/andersen/D/Thesis/Dataset/Clip20/0220.jpg,/media/andersen/D/Thesis/Dataset/Clip20/0219.jpg,/media/andersen/D/Thesis/GroundTruth/Clip20/0221.png
/media/andersen/D/Thesis/Dataset/Clip14/0217.jpg,/media/andersen/D/Thesis/Dataset/Clip14/0216.jpg,/media/andersen/D/Thesis/Dataset/Clip14/0215.jpg,/media/andersen/D/Thesis/GroundTruth/Clip14/0217.png
/media/andersen/D/Thesis/Dataset/Clip32/0431.jpg,/media/andersen/D/Thesis/Dataset/Clip32/0430.jpg,/media/andersen/D/Thesis/Dataset/Clip32/0429.jpg,/media/andersen/D/Thesis/GroundTruth/Clip32/0431.png
/media/andersen/D/Thesis/Dataset/Clip16/0754.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0753.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0752.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0754.png
